date,date_key,year,quarter,year_quarter,month_number,month,month_short,year_month,week_number,day,day_of_week,day_of_week_num,is_weekend
2016-04-02,20160402,2016,Q2,2016-Q2,4,April,Apr,2016-04,13,2,Saturday,6,1
2016-04-03,20160403,2016,Q2,2016-Q2,4,April,Apr,2016-04,13,3,Sunday,7,1
2016-04-04,20160404,2016,Q2,2016-Q2,4,April,Apr,2016-04,14,4,Monday,1,0
2016-04-05,20160405,2016,Q2,2016-Q2,4,April,Apr,2016-04,14,5,Tuesday,2,0
2016-04-06,20160406,2016,Q2,2016-Q2,4,April,Apr,2016-04,14,6,Wednesday,3,0
2016-04-07,20160407,2016,Q2,2016-Q2,4,April,Apr,2016-04,14,7,Thursday,4,0
2016-04-08,20160408,2016,Q2,2016-Q2,4,April,Apr,2016-04,14,8,Friday,5,0
2016-04-09,20160409,2016,Q2,2016-Q2,4,April,Apr,2016-04,14,9,Saturday,6,1
2016-04-10,20160410,2016,Q2,2016-Q2,4,April,Apr,2016-04,14,10,Sunday,7,1
2016-04-11,20160411,2016,Q2,2016-Q2,4,April,Apr,2016-04,15,11,Monday,1,0
2016-04-12,20160412,2016,Q2,2016-Q2,4,April,Apr,2016-04,15,12,Tuesday,2,0
2016-04-13,20160413,2016,Q2,2016-Q2,4,April,Apr,2016-04,15,13,Wednesday,3,0
2016-04-14,20160414,2016,Q2,2016-Q2,4,April,Apr,2016-04,15,14,Thursday,4,0
2016-04-15,20160415,2016,Q2,2016-Q2,4,April,Apr,2016-04,15,15,Friday,5,0
2016-04-16,20160416,2016,Q2,2016-Q2,4,April,Apr,2016-04,15,16,Saturday,6,1
2016-04-17,20160417,2016,Q2,2016-Q2,4,April,Apr,2016-04,15,17,Sunday,7,1
2016-04-18,20160418,2016,Q2,2016-Q2,4,April,Apr,2016-04,16,18,Monday,1,0
2016-04-19,20160419,2016,Q2,2016-Q2,4,April,Apr,2016-04,16,19,Tuesday,2,0
2016-04-20,20160420,2016,Q2,2016-Q2,4,April,Apr,2016-04,16,20,Wednesday,3,0
2016-04-21,20160421,2016,Q2,2016-Q2,4,April,Apr,2016-04,16,21,Thursday,4,0
2016-04-22,20160422,2016,Q2,2016-Q2,4,April,Apr,2016-04,16,22,Friday,5,0
2016-04-23,20160423,2016,Q2,2016-Q2,4,April,Apr,2016-04,16,23,Saturday,6,1
2016-04-24,20160424,2016,Q2,2016-Q2,4,April,Apr,2016-04,16,24,Sunday,7,1
2016-04-25,20160425,2016,Q2,2016-Q2,4,April,Apr,2016-04,17,25,Monday,1,0
2016-04-26,20160426,2016,Q2,2016-Q2,4,April,Apr,2016-04,17,26,Tuesday,2,0
2016-04-27,20160427,2016,Q2,2016-Q2,4,April,Apr,2016-04,17,27,Wednesday,3,0
2016-04-28,20160428,2016,Q2,2016-Q2,4,April,Apr,2016-04,17,28,Thursday,4,0
2016-04-29,20160429,2016,Q2,2016-Q2,4,April,Apr,2016-04,17,29,Friday,5,0
2016-04-30,20160430,2016,Q2,2016-Q2,4,April,Apr,2016-04,17,30,Saturday,6,1
2016-05-01,20160501,2016,Q2,2016-Q2,5,May,May,2016-05,17,1,Sunday,7,1
2016-05-02,20160502,2016,Q2,2016-Q2,5,May,May,2016-05,18,2,Monday,1,0
2016-05-03,20160503,2016,Q2,2016-Q2,5,May,May,2016-05,18,3,Tuesday,2,0
2016-05-04,20160504,2016,Q2,2016-Q2,5,May,May,2016-05,18,4,Wednesday,3,0
2016-05-05,20160505,2016,Q2,2016-Q2,5,May,May,2016-05,18,5,Thursday,4,0
2016-05-06,20160506,2016,Q2,2016-Q2,5,May,May,2016-05,18,6,Friday,5,0
2016-05-07,20160507,2016,Q2,2016-Q2,5,May,May,2016-05,18,7,Saturday,6,1
2016-05-08,20160508,2016,Q2,2016-Q2,5,May,May,2016-05,18,8,Sunday,7,1
2016-05-09,20160509,2016,Q2,2016-Q2,5,May,May,2016-05,19,9,Monday,1,0
2016-05-10,20160510,2016,Q2,2016-Q2,5,May,May,2016-05,19,10,Tuesday,2,0
2016-05-11,20160511,2016,Q2,2016-Q2,5,May,May,2016-05,19,11,Wednesday,3,0
2016-05-12,20160512,2016,Q2,2016-Q2,5,May,May,2016-05,19,12,Thursday,4,0
2016-05-13,20160513,2016,Q2,2016-Q2,5,May,May,2016-05,19,13,Friday,5,0
2016-05-14,20160514,2016,Q2,2016-Q2,5,May,May,2016-05,19,14,Saturday,6,1
2016-05-15,20160515,2016,Q2,2016-Q2,5,May,May,2016-05,19,15,Sunday,7,1
2016-05-16,20160516,2016,Q2,2016-Q2,5,May,May,2016-05,20,16,Monday,1,0
2016-05-17,20160517,2016,Q2,2016-Q2,5,May,May,2016-05,20,17,Tuesday,2,0
2016-05-18,20160518,2016,Q2,2016-Q2,5,May,May,2016-05,20,18,Wednesday,3,0
2016-05-19,20160519,2016,Q2,2016-Q2,5,May,May,2016-05,20,19,Thursday,4,0
2016-05-20,20160520,2016,Q2,2016-Q2,5,May,May,2016-05,20,20,Friday,5,0
2016-05-21,20160521,2016,Q2,2016-Q2,5,May,May,2016-05,20,21,Saturday,6,1
2016-05-22,20160522,2016,Q2,2016-Q2,5,May,May,2016-05,20,22,Sunday,7,1
2016-05-23,20160523,2016,Q2,2016-Q2,5,May,May,2016-05,21,23,Monday,1,0
2016-05-24,20160524,2016,Q2,2016-Q2,5,May,May,2016-05,21,24,Tuesday,2,0
2016-05-25,20160525,2016,Q2,2016-Q2,5,May,May,2016-05,21,25,Wednesday,3,0
2016-05-26,20160526,2016,Q2,2016-Q2,5,May,May,2016-05,21,26,Thursday,4,0
2016-05-27,20160527,2016,Q2,2016-Q2,5,May,May,2016-05,21,27,Friday,5,0
2016-05-28,20160528,2016,Q2,2016-Q2,5,May,May,2016-05,21,28,Saturday,6,1
2016-05-29,20160529,2016,Q2,2016-Q2,5,May,May,2016-05,21,29,Sunday,7,1
2016-05-30,20160530,2016,Q2,2016-Q2,5,May,May,2016-05,22,30,Monday,1,0
2016-05-31,20160531,2016,Q2,2016-Q2,5,May,May,2016-05,22,31,Tuesday,2,0
2016-06-01,20160601,2016,Q2,2016-Q2,6,June,Jun,2016-06,22,1,Wednesday,3,0
2016-06-02,20160602,2016,Q2,2016-Q2,6,June,Jun,2016-06,22,2,Thursday,4,0
2016-06-03,20160603,2016,Q2,2016-Q2,6,June,Jun,2016-06,22,3,Friday,5,0
2016-06-04,20160604,2016,Q2,2016-Q2,6,June,Jun,2016-06,22,4,Saturday,6,1
2016-06-05,20160605,2016,Q2,2016-Q2,6,June,Jun,2016-06,22,5,Sunday,7,1
2016-06-06,20160606,2016,Q2,2016-Q2,6,June,Jun,2016-06,23,6,Monday,1,0
2016-06-07,20160607,2016,Q2,2016-Q2,6,June,Jun,2016-06,23,7,Tuesday,2,0
2016-06-08,20160608,2016,Q2,2016-Q2,6,June,Jun,2016-06,23,8,Wednesday,3,0
2016-06-09,20160609,2016,Q2,2016-Q2,6,June,Jun,2016-06,23,9,Thursday,4,0
2016-06-10,20160610,2016,Q2,2016-Q2,6,June,Jun,2016-06,23,10,Friday,5,0
2016-06-11,20160611,2016,Q2,2016-Q2,6,June,Jun,2016-06,23,11,Saturday,6,1
2016-06-12,20160612,2016,Q2,2016-Q2,6,June,Jun,2016-06,23,12,Sunday,7,1
2016-06-13,20160613,2016,Q2,2016-Q2,6,June,Jun,2016-06,24,13,Monday,1,0
2016-06-14,20160614,2016,Q2,2016-Q2,6,June,Jun,2016-06,24,14,Tuesday,2,0
2016-06-15,20160615,2016,Q2,2016-Q2,6,June,Jun,2016-06,24,15,Wednesday,3,0
2016-06-16,20160616,2016,Q2,2016-Q2,6,June,Jun,2016-06,24,16,Thursday,4,0
2016-06-17,20160617,2016,Q2,2016-Q2,6,June,Jun,2016-06,24,17,Friday,5,0
2016-06-18,20160618,2016,Q2,2016-Q2,6,June,Jun,2016-06,24,18,Saturday,6,1
2016-06-19,20160619,2016,Q2,2016-Q2,6,June,Jun,2016-06,24,19,Sunday,7,1
2016-06-20,20160620,2016,Q2,2016-Q2,6,June,Jun,2016-06,25,20,Monday,1,0
2016-06-21,20160621,2016,Q2,2016-Q2,6,June,Jun,2016-06,25,21,Tuesday,2,0
2016-06-22,20160622,2016,Q2,2016-Q2,6,June,Jun,2016-06,25,22,Wednesday,3,0
2016-06-23,20160623,2016,Q2,2016-Q2,6,June,Jun,2016-06,25,23,Thursday,4,0
2016-06-24,20160624,2016,Q2,2016-Q2,6,June,Jun,2016-06,25,24,Friday,5,0
2016-06-25,20160625,2016,Q2,2016-Q2,6,June,Jun,2016-06,25,25,Saturday,6,1
2016-06-26,20160626,2016,Q2,2016-Q2,6,June,Jun,2016-06,25,26,Sunday,7,1
2016-06-27,20160627,2016,Q2,2016-Q2,6,June,Jun,2016-06,26,27,Monday,1,0
2016-06-28,20160628,2016,Q2,2016-Q2,6,June,Jun,2016-06,26,28,Tuesday,2,0
2016-06-29,20160629,2016,Q2,2016-Q2,6,June,Jun,2016-06,26,29,Wednesday,3,0
2016-06-30,20160630,2016,Q2,2016-Q2,6,June,Jun,2016-06,26,30,Thursday,4,0
2016-07-01,20160701,2016,Q3,2016-Q3,7,July,Jul,2016-07,26,1,Friday,5,0
2016-07-02,20160702,2016,Q3,2016-Q3,7,July,Jul,2016-07,26,2,Saturday,6,1
2016-07-03,20160703,2016,Q3,2016-Q3,7,July,Jul,2016-07,26,3,Sunday,7,1
2016-07-04,20160704,2016,Q3,2016-Q3,7,July,Jul,2016-07,27,4,Monday,1,0
2016-07-05,20160705,2016,Q3,2016-Q3,7,July,Jul,2016-07,27,5,Tuesday,2,0
2016-07-06,20160706,2016,Q3,2016-Q3,7,July,Jul,2016-07,27,6,Wednesday,3,0
2016-07-07,20160707,2016,Q3,2016-Q3,7,July,Jul,2016-07,27,7,Thursday,4,0
2016-07-08,20160708,2016,Q3,2016-Q3,7,July,Jul,2016-07,27,8,Friday,5,0
2016-07-09,20160709,2016,Q3,2016-Q3,7,July,Jul,2016-07,27,9,Saturday,6,1
2016-07-10,20160710,2016,Q3,2016-Q3,7,July,Jul,2016-07,27,10,Sunday,7,1
2016-07-11,20160711,2016,Q3,2016-Q3,7,July,Jul,2016-07,28,11,Monday,1,0
2016-07-12,20160712,2016,Q3,2016-Q3,7,July,Jul,2016-07,28,12,Tuesday,2,0
2016-07-13,20160713,2016,Q3,2016-Q3,7,July,Jul,2016-07,28,13,Wednesday,3,0
2016-07-14,20160714,2016,Q3,2016-Q3,7,July,Jul,2016-07,28,14,Thursday,4,0
2016-07-15,20160715,2016,Q3,2016-Q3,7,July,Jul,2016-07,28,15,Friday,5,0
2016-07-16,20160716,2016,Q3,2016-Q3,7,July,Jul,2016-07,28,16,Saturday,6,1
2016-07-17,20160717,2016,Q3,2016-Q3,7,July,Jul,2016-07,28,17,Sunday,7,1
2016-07-18,20160718,2016,Q3,2016-Q3,7,July,Jul,2016-07,29,18,Monday,1,0
2016-07-19,20160719,2016,Q3,2016-Q3,7,July,Jul,2016-07,29,19,Tuesday,2,0
2016-07-20,20160720,2016,Q3,2016-Q3,7,July,Jul,2016-07,29,20,Wednesday,3,0
2016-07-21,20160721,2016,Q3,2016-Q3,7,July,Jul,2016-07,29,21,Thursday,4,0
2016-07-22,20160722,2016,Q3,2016-Q3,7,July,Jul,2016-07,29,22,Friday,5,0
2016-07-23,20160723,2016,Q3,2016-Q3,7,July,Jul,2016-07,29,23,Saturday,6,1
2016-07-24,20160724,2016,Q3,2016-Q3,7,July,Jul,2016-07,29,24,Sunday,7,1
2016-07-25,20160725,2016,Q3,2016-Q3,7,July,Jul,2016-07,30,25,Monday,1,0
2016-07-26,20160726,2016,Q3,2016-Q3,7,July,Jul,2016-07,30,26,Tuesday,2,0
2016-07-27,20160727,2016,Q3,2016-Q3,7,July,Jul,2016-07,30,27,Wednesday,3,0
2016-07-28,20160728,2016,Q3,2016-Q3,7,July,Jul,2016-07,30,28,Thursday,4,0
2016-07-29,20160729,2016,Q3,2016-Q3,7,July,Jul,2016-07,30,29,Friday,5,0
2016-07-30,20160730,2016,Q3,2016-Q3,7,July,Jul,2016-07,30,30,Saturday,6,1
2016-07-31,20160731,2016,Q3,2016-Q3,7,July,Jul,2016-07,30,31,Sunday,7,1
2016-08-01,20160801,2016,Q3,2016-Q3,8,August,Aug,2016-08,31,1,Monday,1,0
2016-08-02,20160802,2016,Q3,2016-Q3,8,August,Aug,2016-08,31,2,Tuesday,2,0
2016-08-03,20160803,2016,Q3,2016-Q3,8,August,Aug,2016-08,31,3,Wednesday,3,0
2016-08-04,20160804,2016,Q3,2016-Q3,8,August,Aug,2016-08,31,4,Thursday,4,0
2016-08-05,20160805,2016,Q3,2016-Q3,8,August,Aug,2016-08,31,5,Friday,5,0
2016-08-06,20160806,2016,Q3,2016-Q3,8,August,Aug,2016-08,31,6,Saturday,6,1
2016-08-07,20160807,2016,Q3,2016-Q3,8,August,Aug,2016-08,31,7,Sunday,7,1
2016-08-08,20160808,2016,Q3,2016-Q3,8,August,Aug,2016-08,32,8,Monday,1,0
2016-08-09,20160809,2016,Q3,2016-Q3,8,August,Aug,2016-08,32,9,Tuesday,2,0
2016-08-10,20160810,2016,Q3,2016-Q3,8,August,Aug,2016-08,32,10,Wednesday,3,0
2016-08-11,20160811,2016,Q3,2016-Q3,8,August,Aug,2016-08,32,11,Thursday,4,0
2016-08-12,20160812,2016,Q3,2016-Q3,8,August,Aug,2016-08,32,12,Friday,5,0
2016-08-13,20160813,2016,Q3,2016-Q3,8,August,Aug,2016-08,32,13,Saturday,6,1
2016-08-14,20160814,2016,Q3,2016-Q3,8,August,Aug,2016-08,32,14,Sunday,7,1
2016-08-15,20160815,2016,Q3,2016-Q3,8,August,Aug,2016-08,33,15,Monday,1,0
2016-08-16,20160816,2016,Q3,2016-Q3,8,August,Aug,2016-08,33,16,Tuesday,2,0
2016-08-17,20160817,2016,Q3,2016-Q3,8,August,Aug,2016-08,33,17,Wednesday,3,0
2016-08-18,20160818,2016,Q3,2016-Q3,8,August,Aug,2016-08,33,18,Thursday,4,0
2016-08-19,20160819,2016,Q3,2016-Q3,8,August,Aug,2016-08,33,19,Friday,5,0
2016-08-20,20160820,2016,Q3,2016-Q3,8,August,Aug,2016-08,33,20,Saturday,6,1
2016-08-21,20160821,2016,Q3,2016-Q3,8,August,Aug,2016-08,33,21,Sunday,7,1
2016-08-22,20160822,2016,Q3,2016-Q3,8,August,Aug,2016-08,34,22,Monday,1,0
2016-08-23,20160823,2016,Q3,2016-Q3,8,August,Aug,2016-08,34,23,Tuesday,2,0
2016-08-24,20160824,2016,Q3,2016-Q3,8,August,Aug,2016-08,34,24,Wednesday,3,0
2016-08-25,20160825,2016,Q3,2016-Q3,8,August,Aug,2016-08,34,25,Thursday,4,0
2016-08-26,20160826,2016,Q3,2016-Q3,8,August,Aug,2016-08,34,26,Friday,5,0
2016-08-27,20160827,2016,Q3,2016-Q3,8,August,Aug,2016-08,34,27,Saturday,6,1
2016-08-28,20160828,2016,Q3,2016-Q3,8,August,Aug,2016-08,34,28,Sunday,7,1
2016-08-29,20160829,2016,Q3,2016-Q3,8,August,Aug,2016-08,35,29,Monday,1,0
2016-08-30,20160830,2016,Q3,2016-Q3,8,August,Aug,2016-08,35,30,Tuesday,2,0
2016-08-31,20160831,2016,Q3,2016-Q3,8,August,Aug,2016-08,35,31,Wednesday,3,0
2016-09-01,20160901,2016,Q3,2016-Q3,9,September,Sep,2016-09,35,1,Thursday,4,0
2016-09-02,20160902,2016,Q3,2016-Q3,9,September,Sep,2016-09,35,2,Friday,5,0
2016-09-03,20160903,2016,Q3,2016-Q3,9,September,Sep,2016-09,35,3,Saturday,6,1
2016-09-04,20160904,2016,Q3,2016-Q3,9,September,Sep,2016-09,35,4,Sunday,7,1
2016-09-05,20160905,2016,Q3,2016-Q3,9,September,Sep,2016-09,36,5,Monday,1,0
2016-09-06,20160906,2016,Q3,2016-Q3,9,September,Sep,2016-09,36,6,Tuesday,2,0
2016-09-07,20160907,2016,Q3,2016-Q3,9,September,Sep,2016-09,36,7,Wednesday,3,0
2016-09-08,20160908,2016,Q3,2016-Q3,9,September,Sep,2016-09,36,8,Thursday,4,0
2016-09-09,20160909,2016,Q3,2016-Q3,9,September,Sep,2016-09,36,9,Friday,5,0
2016-09-10,20160910,2016,Q3,2016-Q3,9,September,Sep,2016-09,36,10,Saturday,6,1
2016-09-11,20160911,2016,Q3,2016-Q3,9,September,Sep,2016-09,36,11,Sunday,7,1
2016-09-12,20160912,2016,Q3,2016-Q3,9,September,Sep,2016-09,37,12,Monday,1,0
2016-09-13,20160913,2016,Q3,2016-Q3,9,September,Sep,2016-09,37,13,Tuesday,2,0
2016-09-14,20160914,2016,Q3,2016-Q3,9,September,Sep,2016-09,37,14,Wednesday,3,0
2016-09-15,20160915,2016,Q3,2016-Q3,9,September,Sep,2016-09,37,15,Thursday,4,0
2016-09-16,20160916,2016,Q3,2016-Q3,9,September,Sep,2016-09,37,16,Friday,5,0
2016-09-17,20160917,2016,Q3,2016-Q3,9,September,Sep,2016-09,37,17,Saturday,6,1
2016-09-18,20160918,2016,Q3,2016-Q3,9,September,Sep,2016-09,37,18,Sunday,7,1
2016-09-19,20160919,2016,Q3,2016-Q3,9,September,Sep,2016-09,38,19,Monday,1,0
2016-09-20,20160920,2016,Q3,2016-Q3,9,September,Sep,2016-09,38,20,Tuesday,2,0
2016-09-21,20160921,2016,Q3,2016-Q3,9,September,Sep,2016-09,38,21,Wednesday,3,0
2016-09-22,20160922,2016,Q3,2016-Q3,9,September,Sep,2016-09,38,22,Thursday,4,0
2016-09-23,20160923,2016,Q3,2016-Q3,9,September,Sep,2016-09,38,23,Friday,5,0
2016-09-24,20160924,2016,Q3,2016-Q3,9,September,Sep,2016-09,38,24,Saturday,6,1
2016-09-25,20160925,2016,Q3,2016-Q3,9,September,Sep,2016-09,38,25,Sunday,7,1
2016-09-26,20160926,2016,Q3,2016-Q3,9,September,Sep,2016-09,39,26,Monday,1,0
2016-09-27,20160927,2016,Q3,2016-Q3,9,September,Sep,2016-09,39,27,Tuesday,2,0
2016-09-28,20160928,2016,Q3,2016-Q3,9,September,Sep,2016-09,39,28,Wednesday,3,0
2016-09-29,20160929,2016,Q3,2016-Q3,9,September,Sep,2016-09,39,29,Thursday,4,0
2016-09-30,20160930,2016,Q3,2016-Q3,9,September,Sep,2016-09,39,30,Friday,5,0
2016-10-01,20161001,2016,Q4,2016-Q4,10,October,Oct,2016-10,39,1,Saturday,6,1
2016-10-02,20161002,2016,Q4,2016-Q4,10,October,Oct,2016-10,39,2,Sunday,7,1
2016-10-03,20161003,2016,Q4,2016-Q4,10,October,Oct,2016-10,40,3,Monday,1,0
2016-10-04,20161004,2016,Q4,2016-Q4,10,October,Oct,2016-10,40,4,Tuesday,2,0
2016-10-05,20161005,2016,Q4,2016-Q4,10,October,Oct,2016-10,40,5,Wednesday,3,0
2016-10-06,20161006,2016,Q4,2016-Q4,10,October,Oct,2016-10,40,6,Thursday,4,0
2016-10-07,20161007,2016,Q4,2016-Q4,10,October,Oct,2016-10,40,7,Friday,5,0
2016-10-08,20161008,2016,Q4,2016-Q4,10,October,Oct,2016-10,40,8,Saturday,6,1
2016-10-09,20161009,2016,Q4,2016-Q4,10,October,Oct,2016-10,40,9,Sunday,7,1
2016-10-10,20161010,2016,Q4,2016-Q4,10,October,Oct,2016-10,41,10,Monday,1,0
2016-10-11,20161011,2016,Q4,2016-Q4,10,October,Oct,2016-10,41,11,Tuesday,2,0
2016-10-12,20161012,2016,Q4,2016-Q4,10,October,Oct,2016-10,41,12,Wednesday,3,0
2016-10-13,20161013,2016,Q4,2016-Q4,10,October,Oct,2016-10,41,13,Thursday,4,0
2016-10-14,20161014,2016,Q4,2016-Q4,10,October,Oct,2016-10,41,14,Friday,5,0
2016-10-15,20161015,2016,Q4,2016-Q4,10,October,Oct,2016-10,41,15,Saturday,6,1
2016-10-16,20161016,2016,Q4,2016-Q4,10,October,Oct,2016-10,41,16,Sunday,7,1
2016-10-17,20161017,2016,Q4,2016-Q4,10,October,Oct,2016-10,42,17,Monday,1,0
2016-10-18,20161018,2016,Q4,2016-Q4,10,October,Oct,2016-10,42,18,Tuesday,2,0
2016-10-19,20161019,2016,Q4,2016-Q4,10,October,Oct,2016-10,42,19,Wednesday,3,0
2016-10-20,20161020,2016,Q4,2016-Q4,10,October,Oct,2016-10,42,20,Thursday,4,0
2016-10-21,20161021,2016,Q4,2016-Q4,10,October,Oct,2016-10,42,21,Friday,5,0
2016-10-22,20161022,2016,Q4,2016-Q4,10,October,Oct,2016-10,42,22,Saturday,6,1
2016-10-23,20161023,2016,Q4,2016-Q4,10,October,Oct,2016-10,42,23,Sunday,7,1
2016-10-24,20161024,2016,Q4,2016-Q4,10,October,Oct,2016-10,43,24,Monday,1,0
2016-10-25,20161025,2016,Q4,2016-Q4,10,October,Oct,2016-10,43,25,Tuesday,2,0
2016-10-26,20161026,2016,Q4,2016-Q4,10,October,Oct,2016-10,43,26,Wednesday,3,0
2016-10-27,20161027,2016,Q4,2016-Q4,10,October,Oct,2016-10,43,27,Thursday,4,0
2016-10-28,20161028,2016,Q4,2016-Q4,10,October,Oct,2016-10,43,28,Friday,5,0
2016-10-29,20161029,2016,Q4,2016-Q4,10,October,Oct,2016-10,43,29,Saturday,6,1
2016-10-30,20161030,2016,Q4,2016-Q4,10,October,Oct,2016-10,43,30,Sunday,7,1
2016-10-31,20161031,2016,Q4,2016-Q4,10,October,Oct,2016-10,44,31,Monday,1,0
2016-11-01,20161101,2016,Q4,2016-Q4,11,November,Nov,2016-11,44,1,Tuesday,2,0
2016-11-02,20161102,2016,Q4,2016-Q4,11,November,Nov,2016-11,44,2,Wednesday,3,0
2016-11-03,20161103,2016,Q4,2016-Q4,11,November,Nov,2016-11,44,3,Thursday,4,0
2016-11-04,20161104,2016,Q4,2016-Q4,11,November,Nov,2016-11,44,4,Friday,5,0
2016-11-05,20161105,2016,Q4,2016-Q4,11,November,Nov,2016-11,44,5,Saturday,6,1
2016-11-06,20161106,2016,Q4,2016-Q4,11,November,Nov,2016-11,44,6,Sunday,7,1
2016-11-07,20161107,2016,Q4,2016-Q4,11,November,Nov,2016-11,45,7,Monday,1,0
2016-11-08,20161108,2016,Q4,2016-Q4,11,November,Nov,2016-11,45,8,Tuesday,2,0
2016-11-09,20161109,2016,Q4,2016-Q4,11,November,Nov,2016-11,45,9,Wednesday,3,0
2016-11-10,20161110,2016,Q4,2016-Q4,11,November,Nov,2016-11,45,10,Thursday,4,0
2016-11-11,20161111,2016,Q4,2016-Q4,11,November,Nov,2016-11,45,11,Friday,5,0
2016-11-12,20161112,2016,Q4,2016-Q4,11,November,Nov,2016-11,45,12,Saturday,6,1
2016-11-13,20161113,2016,Q4,2016-Q4,11,November,Nov,2016-11,45,13,Sunday,7,1
2016-11-14,20161114,2016,Q4,2016-Q4,11,November,Nov,2016-11,46,14,Monday,1,0
2016-11-15,20161115,2016,Q4,2016-Q4,11,November,Nov,2016-11,46,15,Tuesday,2,0
2016-11-16,20161116,2016,Q4,2016-Q4,11,November,Nov,2016-11,46,16,Wednesday,3,0
2016-11-17,20161117,2016,Q4,2016-Q4,11,November,Nov,2016-11,46,17,Thursday,4,0
2016-11-18,20161118,2016,Q4,2016-Q4,11,November,Nov,2016-11,46,18,Friday,5,0
2016-11-19,20161119,2016,Q4,2016-Q4,11,November,Nov,2016-11,46,19,Saturday,6,1
2016-11-20,20161120,2016,Q4,2016-Q4,11,November,Nov,2016-11,46,20,Sunday,7,1
2016-11-21,20161121,2016,Q4,2016-Q4,11,November,Nov,2016-11,47,21,Monday,1,0
2016-11-22,20161122,2016,Q4,2016-Q4,11,November,Nov,2016-11,47,22,Tuesday,2,0
2016-11-23,20161123,2016,Q4,2016-Q4,11,November,Nov,2016-11,47,23,Wednesday,3,0
2016-11-24,20161124,2016,Q4,2016-Q4,11,November,Nov,2016-11,47,24,Thursday,4,0
2016-11-25,20161125,2016,Q4,2016-Q4,11,November,Nov,2016-11,47,25,Friday,5,0
2016-11-26,20161126,2016,Q4,2016-Q4,11,November,Nov,2016-11,47,26,Saturday,6,1
2016-11-27,20161127,2016,Q4,2016-Q4,11,November,Nov,2016-11,47,27,Sunday,7,1
2016-11-28,20161128,2016,Q4,2016-Q4,11,November,Nov,2016-11,48,28,Monday,1,0
2016-11-29,20161129,2016,Q4,2016-Q4,11,November,Nov,2016-11,48,29,Tuesday,2,0
2016-11-30,20161130,2016,Q4,2016-Q4,11,November,Nov,2016-11,48,30,Wednesday,3,0
2016-12-01,20161201,2016,Q4,2016-Q4,12,December,Dec,2016-12,48,1,Thursday,4,0
2016-12-02,20161202,2016,Q4,2016-Q4,12,December,Dec,2016-12,48,2,Friday,5,0
2016-12-03,20161203,2016,Q4,2016-Q4,12,December,Dec,2016-12,48,3,Saturday,6,1
2016-12-04,20161204,2016,Q4,2016-Q4,12,December,Dec,2016-12,48,4,Sunday,7,1
2016-12-05,20161205,2016,Q4,2016-Q4,12,December,Dec,2016-12,49,5,Monday,1,0
2016-12-06,20161206,2016,Q4,2016-Q4,12,December,Dec,2016-12,49,6,Tuesday,2,0
2016-12-07,20161207,2016,Q4,2016-Q4,12,December,Dec,2016-12,49,7,Wednesday,3,0
2016-12-08,20161208,2016,Q4,2016-Q4,12,December,Dec,2016-12,49,8,Thursday,4,0
2016-12-09,20161209,2016,Q4,2016-Q4,12,December,Dec,2016-12,49,9,Friday,5,0
2016-12-10,20161210,2016,Q4,2016-Q4,12,December,Dec,2016-12,49,10,Saturday,6,1
2016-12-11,20161211,2016,Q4,2016-Q4,12,December,Dec,2016-12,49,11,Sunday,7,1
2016-12-12,20161212,2016,Q4,2016-Q4,12,December,Dec,2016-12,50,12,Monday,1,0
2016-12-13,20161213,2016,Q4,2016-Q4,12,December,Dec,2016-12,50,13,Tuesday,2,0
2016-12-14,20161214,2016,Q4,2016-Q4,12,December,Dec,2016-12,50,14,Wednesday,3,0
2016-12-15,20161215,2016,Q4,2016-Q4,12,December,Dec,2016-12,50,15,Thursday,4,0
2016-12-16,20161216,2016,Q4,2016-Q4,12,December,Dec,2016-12,50,16,Friday,5,0
2016-12-17,20161217,2016,Q4,2016-Q4,12,December,Dec,2016-12,50,17,Saturday,6,1
2016-12-18,20161218,2016,Q4,2016-Q4,12,December,Dec,2016-12,50,18,Sunday,7,1
2016-12-19,20161219,2016,Q4,2016-Q4,12,December,Dec,2016-12,51,19,Monday,1,0
2016-12-20,20161220,2016,Q4,2016-Q4,12,December,Dec,2016-12,51,20,Tuesday,2,0
2016-12-21,20161221,2016,Q4,2016-Q4,12,December,Dec,2016-12,51,21,Wednesday,3,0
2016-12-22,20161222,2016,Q4,2016-Q4,12,December,Dec,2016-12,51,22,Thursday,4,0
2016-12-23,20161223,2016,Q4,2016-Q4,12,December,Dec,2016-12,51,23,Friday,5,0
2016-12-24,20161224,2016,Q4,2016-Q4,12,December,Dec,2016-12,51,24,Saturday,6,1
2016-12-25,20161225,2016,Q4,2016-Q4,12,December,Dec,2016-12,51,25,Sunday,7,1
2016-12-26,20161226,2016,Q4,2016-Q4,12,December,Dec,2016-12,52,26,Monday,1,0
2016-12-27,20161227,2016,Q4,2016-Q4,12,December,Dec,2016-12,52,27,Tuesday,2,0
2016-12-28,20161228,2016,Q4,2016-Q4,12,December,Dec,2016-12,52,28,Wednesday,3,0
2016-12-29,20161229,2016,Q4,2016-Q4,12,December,Dec,2016-12,52,29,Thursday,4,0
2016-12-30,20161230,2016,Q4,2016-Q4,12,December,Dec,2016-12,52,30,Friday,5,0
2016-12-31,20161231,2016,Q4,2016-Q4,12,December,Dec,2016-12,52,31,Saturday,6,1
